#pageid,age,agePerEdit,anonymousEditorRate,ari,auxiliaryVerbRate,bormuth,brokenLinkCount,categoryCount,characterCount,colemanLiauIndex,complexWordRate,conjunctionRate,currency,daleChall,difficultWordRate,discussionEditCount,easyWordRate,editCount,editorCount,editorRate,editsPerEditor,externalLinkCount,externalLinksPerSection,fileCount,fleschKincaidGradeLevel,fleschReadingEase,forcastGradeLevel,gunningFogIndex,headingCount,imageCount,imagesPerSection,inLinkCount,informationToNoiseRatio,internalLinkCount,languageLinkCount,linkRate,listRate,lix,longSentenceRate,longWordRate,longestSectionLength,longestSentenceLength,longestSubsectionLength,longestSubsubsectionLength,miyazaki,nominalizationRate,oneSyllableWordCount,oneSyllableWordRate,pageRank,paragraphCount,paragraphLength,passiveSentenceRate,peacockWordRate,prepositionRate,pronounRate,questionCount,questionRate,reciprocity,referenceCount,referenceSectionRate,referenceSectionsCount,referenceWordRate,registeredEditorRate,sectionCount,sectionLength,sectionNesting,sentenceBeginArticleRate,sentenceBeginCoordinatingConjunctionRate,sentenceBeginInterrogativePronounRate,sentenceBeginPrepositionRate,sentenceBeginPronounRate,sentenceBeginSubordinatingConjunctionRate,sentenceCount,sentenceLength,shortSentenceRate,shortestSectionLength,shortestSentenceLength,shortestSubsectionLength,shortestSubsubsectionLength,smogIndex,stopwordRate,subsectionCount,subsectionLength,subsectionNesting,subsubsectionCount,subsubsectionLength,syllableCount,tableCount,templateCount,to_be_verbRate,triviaSectionsCount,weaselWordRate,wordCount,wordLength,wordSyllables,has_flaw
136654,3358,31.0925925926,20.3703703704,8.53577698028,0.0,7.8503557129,0,3,3882,11.1068622449,20.1530612245,0.0,13,10.3376833622,38.2653061224,7,61.7346938776,108,44,0.4074,2.4545,21,2.625,0,8.21048512625,59.8651444137,13.5331632653,13.3764787271,10,0,0.0,56,0.34056122449,224,3,0.0887978142077,0.0121457489879,39.4360947769,8.47457627119,26.1479591837,237,49,75,39.0433,46.4257689381,0.127551020408,338,43.112244898,0.000000,22,2.68181818182,27.1186440678,0.0,0.0,0.0,0,0.0,0.25,6,0.6,1,0.00819672131148,79.6296296296,8,84.625,0.25,22.0338983051,0.0,0.0,18.6440677966,6.77966101695,1.69491525424,59,13.2881355932,67.7966101695,0,1,12,12.8709,11.9632016072,41.5816326531,2,43.5,0.0,0,57.3492,1237,0,76,4.97448979592,0,0.510204081633,784,4.95153061224,1.57780612245,yes
66269,3444,9.62011173184,48.6033519553,11.5088159741,0.0,5.63197020453,0,6,2884,13.4968073394,23.119266055,0.0,12,12.0513202914,48.2568807339,12,51.7431192661,358,133,0.3715,2.6917,10,2.0,0,11.2519293038,42.9420277928,13.504587156,15.6594711279,5,0,0.0,768,0.346788990826,61,23,0.157699443414,0.0493827160494,51.6257420399,5.88235294118,35.5963302752,241,51,81.5612,39.0433,34.7802103616,0.366972477064,236,43.3027522936,0.000006,11,3.09090909091,44.1176470588,0.0,0.0,0.0,0,0.0,12.5901639344,6,1.2,1,0.0111317254174,51.3966480447,5,91.4,0.0,23.5294117647,0.0,0.0,11.7647058824,14.7058823529,2.94117647059,34,16.0294117647,52.9411764706,0,1,5.73399,12.8709,13.5440253503,40.1834862385,0,44.6734,0,0,57.3492,951,0,68,5.6880733945,0,0.550458715596,545,5.29174311927,1.74495412844,yes
131823,3359,7.33406113537,55.0218340611,12.6604353961,0.0,5.76782127414,0,2,3890,14.0651515152,25.2066115702,0.0,18,11.6485570315,45.1790633609,23,54.8209366391,458,110,0.2402,4.1636,5,0.714285714286,0,13.0792145401,32.8298417658,13.0371900826,17.1655714574,7,0,0.0,54,0.314049586777,27,13,0.0796089385475,0.158636897767,54.759658671,14.6341463415,37.0523415978,429,38,81.5612,39.0433,30.3178631324,0.275482093664,337,46.4187327824,0.000001,11,3.72727272727,34.1463414634,0.137741046832,0.0,0.0,0,0.0,2.0,3,0.428571428571,1,0.00418994413408,44.9781659389,7,82.7142857143,0.0,19.512195122,0.0,0.0,24.3902439024,12.1951219512,2.43902439024,41,17.7073170732,36.5853658537,0,1,5.73399,12.8709,14.5716221432,41.0468319559,0,44.6734,0,0,57.3492,1339,0,20,3.30578512397,0,1.37741046832,726,5.35812672176,1.84435261708,yes
131832,3359,55.0655737705,8.19672131148,9.85193554804,0.0,7.57679530889,0,2,4458,11.1229978118,18.1619256018,0.0,93,10.0753679451,35.5579868709,5,64.4420131291,61,26,0.4262,2.3462,6,0.857142857143,0,9.61100338174,55.7552916252,11.4004376368,13.912042968,7,1,0.142857142857,121,0.347921225383,162,1,0.0531791907514,0.0136830102623,40.2505669385,14.5454545455,23.6323851204,578,40,81.5612,39.0433,41.4373032425,0.109409190372,524,57.3304157549,0.000000,11,5.0,29.0909090909,0.109409190372,0.0,0.0,0,0.0,0.746913580247,2,0.285714285714,1,0.00231213872832,91.8032786885,7,119.571428571,0.0,32.7272727273,0.0,0.0,9.09090909091,9.09090909091,3.63636363636,55,16.6181818182,45.4545454545,0,1,5.73399,12.8709,12.5155375332,44.2013129103,0,44.6734,0,0,57.3492,1450,0,97,5.25164113786,0,0.109409190372,914,4.87746170678,1.58643326039,yes
21976,3600,34.6153846154,32.6923076923,12.6364080804,0.0,5.80334613865,0,7,3753,13.8112729844,23.1966053748,0.0,4,11.5484736844,44.4130127298,20,55.5869872702,104,50,0.4808,2.0800,6,1.2,0,12.6432248939,36.7053102673,12.7015558699,16.5299242012,5,3,0.6,5,0.421499292786,29,4,0.0705882352941,0.0,50.8014724549,7.69230769231,32.6732673267,360,82,81.5612,39.0433,30.4469374751,0.4243281471,344,48.6562942008,0.000000,11,3.54545454545,38.4615384615,0.4243281471,0.0,0.0,0,0.0,0.172413793103,2,0.4,1,0.00294117647059,67.3076923077,5,115.0,0.0,20.5128205128,0.0,0.0,2.5641025641,15.3846153846,2.5641025641,39,18.1282051282,43.5897435897,0,1,5.73399,12.8709,14.2318229221,36.6336633663,0,44.6734,0,0,57.3492,1268,1,43,3.1117397454,0,1.2729844413,707,5.30834512023,1.79349363508,yes
125744,3361,62.2407407407,9.25925925926,7.13813609467,0.0,7.10988726651,0,7,1565,9.25281065089,13.0177514793,0.0,92,11.0341925917,42.6035502959,5,57.3964497041,54,34,0.6296,1.5882,1,0.333333333333,0,7.27806627219,66.963087574,11.701183432,10.6151005917,3,0,0.0,20,0.378698224852,26,1,0.109756097561,0.0,37.7803550296,8.0,24.2603550296,291,47,81.5612,39.0433,52.020384142,0.0,187,55.325443787,0.000000,7,3.57142857143,32.0,0.295857988166,0.0,0.0,0,0.0,0.769230769231,2,0.666666666667,1,0.00609756097561,90.7407407407,3,97.0,0.0,0.0,0.0,0.0,4.0,20.0,12.0,25,13.52,56.0,0,1,5.73399,12.8709,10.2663608498,42.3076923077,0,44.6734,0,0,57.3492,504,0,17,3.25443786982,0,0.0,338,4.63017751479,1.49112426036,yes
851,3706,1.83829365079,50.3472222222,12.6884955659,0.0,5.93614297332,0,13,7742,12.4424348958,20.0520833333,0.0,5,11.0087629997,40.1692708333,153,59.8307291667,2016,533,0.2644,3.7824,18,3.0,4,12.0796143018,45.4278293919,13.037109375,16.323536036,6,0,0.0,283,0.33984375,116,35,0.140686922061,0.066008636644,47.9702984234,18.9189189189,27.2135416667,668,72,81.5612,39.0433,30.4465228041,0.1953125,713,46.4192708333,0.000003,19,3.89473684211,41.8918918919,0.5859375,0.0,0.0,0,0.0,2.43965517241,7,1.16666666667,2,0.00462351387054,49.6527777778,6,233.333333333,0.0,17.5675675676,1.35135135135,1.35135135135,20.2702702703,16.2162162162,4.05405405405,74,20.7567567568,40.5405405405,0,1,5.73399,12.8709,14.1742948263,43.8802083333,0,44.6734,0,0,57.3492,2548,0,76,3.45052083333,0,0.651041666667,1536,5.04036458333,1.65885416667,yes
99156,3379,20.2335329341,25.1497005988,13.4670750751,0.0,5.38729522222,0,3,2901,13.5277297297,21.981981982,0.0,13,11.569515015,43.7837837838,16,56.2162162162,167,89,0.5329,1.8764,8,4.0,0,13.4327927928,35.3678678679,12.5135135135,17.015015015,2,1,0.5,153,0.407207207207,225,10,0.101289134438,0.0,52.0870870871,18.5185185185,31.5315315315,0,42,81.5612,39.0433,27.3242636637,0.0,277,49.9099099099,0.000001,7,3.85714285714,44.4444444444,0.18018018018,0.0,0.0,0,0.0,0.68,3,1.5,1,0.00552486187845,74.8502994012,2,0.0,0.0,25.9259259259,0.0,0.0,14.8148148148,11.1111111111,0.0,27,20.5555555556,40.7407407407,0,1,5.73399,12.8709,14.6428327977,39.4594594595,0,44.6734,0,0,57.3492,988,0,70,3.06306306306,0,0.540540540541,555,5.22702702703,1.78018018018,yes
99165,3379,37.9662921348,15.7303370787,11.9447524931,0.0,5.54638735005,0,4,3695,11.811697861,17.3796791444,0.0,5,11.4787430409,43.3155080214,5,56.6844919786,89,57,0.6404,1.5614,3,0.75,0,12.0293510623,44.8254335887,11.6377005348,15.0383581442,4,1,0.25,112,0.340909090909,86,7,0.0858310626703,0.00944669365722,48.4247723659,21.6216216216,28.2085561497,420,44,81.5612,39.0433,33.3712644891,0.0,417,55.7486631016,0.000001,13,2.84615384615,45.9459459459,0.534759358289,0.0,0.0,0,0.0,1.3023255814,3,0.75,1,0.00408719346049,84.2696629213,4,129.25,0.0,40.5405405405,0.0,0.0,13.5135135135,10.8108108108,0.0,37,20.2162162162,32.4324324324,0,1,5.73399,12.8709,13.2667134666,39.3048128342,0,44.6734,0,0,57.3492,1251,1,64,3.20855614973,0,0.668449197861,748,4.93983957219,1.67245989305,yes
868,3764,11.7625,32.1875,11.8139353687,0.0,5.97500654677,0,7,6019,11.0810135674,18.9944134078,0.0,108,10.9025350941,39.3455706305,47,60.6544293695,320,122,0.3813,2.6230,2,0.333333333333,1,11.8004434104,48.2852179853,11.3806863528,16.0926806174,6,2,0.333333333333,130,0.364724660814,94,13,0.0983078162772,5.69902,47.0154206176,28.813559322,25.778132482,366,47,81.5612,39.0433,33.9737669458,0.0798084596967,720,57.4620909816,0.000001,16,3.6875,38.9830508475,0.319233838787,0.0,0.0,2,3.38983050847,1.3829787234,3,0.5,1,0.00241740531829,67.8125,6,194.5,0.0,13.5593220339,0.0,0.0,25.4237288136,15.2542372881,5.08474576271,59,21.2372881356,37.2881355932,0,1,5.73399,12.8709,14.000770389,45.0917797287,0,44.6734,0,0,57.3492,2029,0,38,2.79329608939,0,0.399042298484,1253,4.80367118915,1.61931364725,yes
66465,3443,20.6167664671,27.5449101796,9.53480615692,0.0,7.48455208537,0,5,3177,10.4612724551,15.7185628743,0.0,47,10.0881996929,35.4790419162,21,64.5209580838,167,58,0.3473,2.8793,14,2.8,0,9.56724550898,56.9774167051,10.4790419162,13.138707201,7,2,0.4,90,0.374251497006,108,7,0.0772727272727,0.0207715133531,40.3317979426,10.2564102564,23.2035928144,231,45,129,39.0433,42.7428320283,0.149700598802,424,63.4730538922,0.000000,11,3.54545454545,51.2820512821,0.449101796407,0.0,0.0,0,0.0,0.833333333333,19,2.71428571429,1,0.0287878787879,72.4550898204,5,117.8,0.4,25.641025641,2.5641025641,0.0,12.8205128205,25.641025641,0.0,39,17.1282051282,46.1538461538,0,1,92,12.8709,11.9871703427,46.4071856287,2,110.5,0.0,0,57.3492,1046,0,35,6.2874251497,0,1.04790419162,668,4.75598802395,1.56586826347,yes
988,4001,26.8523489933,41.610738255,13.7899395329,0.0,5.4249646814,0,2,2343,14.338233945,20.6422018349,0.0,2,11.6453075063,44.495412844,6,55.504587156,149,67,0.4497,2.2239,15,3.0,0,13.6280817348,32.6544078399,12.2591743119,16.1841534612,7,0,0.0,149,0.385321100917,86,11,0.0894495412844,0.264755480607,53.0750625521,27.2727272727,33.2568807339,219,40,0,39.0433,25.9779140951,0.229357798165,225,51.6055045872,0.000002,5,4.4,40.9090909091,0.917431192661,0.0,0.0,0,0.0,1.73255813953,2,0.285714285714,2,0.0045871559633,58.389261745,5,44.2,0.4,4.54545454545,0.0,0.0,9.09090909091,4.54545454545,9.09090909091,22,19.8181818182,27.2727272727,0,1,0,12.8709,14.0782341881,41.7431192661,2,0.0,0.0,0,57.3492,794,0,29,2.98165137615,0,0.45871559633,436,5.37385321101,1.82110091743,yes
1058,3841,7.88706365503,25.0513347023,9.11699232409,0.0,7.18608747335,0,18,5063,10.6867333333,16.380952381,0.0,1,10.6095086709,39.2380952381,53,60.7619047619,487,207,0.4251,2.3527,20,2.0,0,9.53679744136,54.6014264392,11.4428571429,12.8210376688,10,1,0.1,352,0.377142857143,121,19,0.178467507274,0.274964838256,39.1954513149,11.9402985075,23.5238095238,396,38,81.5612,39.0433,44.2949000426,0.285714285714,599,57.0476190476,0.000002,17,3.94117647059,20.8955223881,0.380952380952,0.0,0.0,0,0.0,2.90909090909,9,0.9,1,0.00872938894277,74.9486652977,10,85.4,0.0,8.9552238806,1.49253731343,0.0,28.3582089552,26.8656716418,1.49253731343,67,15.671641791,52.2388059701,0,1,5.73399,12.8709,11.7758147982,44.5714285714,0,44.6734,0,0,57.3492,1692,0,64,2.0,0,0.285714285714,1050,4.8219047619,1.61142857143,yes
33896,3699,10.1620879121,29.1208791209,9.63706887262,0.0,6.91959569046,0,9,7631,11.2486735351,16.1622665808,0.0,39,10.8381488587,40.6310367032,33,59.3689632968,364,166,0.4560,2.1928,15,1.66666666667,9,10.1176725101,50.7490693129,11.3168061816,12.8036821425,19,0,0.0,778,0.338699291693,422,23,0.16036505867,0.190729888119,39.4786193937,10.2040816327,23.6316806182,1176,43,360,160,42.2337257053,0.193174500966,899,57.8879587894,0.000005,26,3.76923076923,43.8775510204,0.193174500966,0.0,0.0,0,0.0,1.84360189573,5,0.263157894737,1,0.00325945241199,70.8791208791,9,153.666666667,1.0,21.4285714286,1.02040816327,0.0,17.3469387755,4.08163265306,1.02040816327,98,15.8469387755,46.9387755102,0,1,0,160,11.7656565467,43.206696716,9,140.444444444,0.111111111111,1,160.0,2570,2,121,4.37862202189,0,0.965872504829,1553,4.91371538957,1.65486155827,yes
1166,3821,22.3450292398,22.8070175439,10.5495746789,0.0,6.76176215594,0,3,5618,10.446868178,12.9303106633,0.0,26,10.4118214354,36.7758186398,8,63.2241813602,171,89,0.5205,1.9213,11,2.2,1,10.4329864696,55.0386996738,11.234256927,12.9819603309,5,1,0.2,91,0.335012594458,91,4,0.112542955326,0.0791139240506,39.7596867214,16.393442623,20.2350965575,919,75,81.5612,39.0433,38.883184994,0.0839630562552,696,58.4382871537,0.000001,17,3.58823529412,26.2295081967,0.503778337531,0.0,0.0,0,0.0,1.0,5,1.0,1,0.00429553264605,77.1929824561,5,201.2,0.0,11.4754098361,3.27868852459,0.0,21.3114754098,22.9508196721,3.27868852459,61,19.5245901639,42.6229508197,0,1,5.73399,12.8709,11.7027412301,40.3022670025,0,44.6734,0,0,57.3492,1858,0,31,2.4349286314,0,0.503778337531,1191,4.71704450042,1.56003358522,yes
99475,3379,21.11875,32.5,9.27562945537,0.0,7.0656998004,0,5,3227,10.7674101796,13.7724550898,0.0,73,10.6893731965,39.6706586826,8,60.3293413174,160,57,0.3563,2.8070,6,1.2,0,9.17842600513,57.5859780439,10.8832335329,11.8708867978,11,0,0.0,59,0.389221556886,61,7,0.175304878049,0.19012345679,38.0604505275,14.2857142857,22.1556886228,590,44,0,39.0433,43.680362418,0.149700598802,406,60.7784431138,0.000000,12,3.5,30.9523809524,0.449101796407,0.0,0.0,0,0.0,0.967213114754,1,0.0909090909091,1,0.0015243902439,67.5,5,120.8,1.2,14.2857142857,4.7619047619,0.0,19.0476190476,4.7619047619,0.0,42,15.9047619048,52.380952381,0,1,0,12.8709,11.1064348338,41.0179640719,6,0.0,0.0,0,57.3492,1051,0,26,2.69461077844,0,1.34730538922,668,4.83083832335,1.57335329341,yes
